text_id,text,synset_id,synset_word
t0000000102,"Нүд улаан, мөнгө#0000000102 цагаан л гэдэг болж байна.Амиа алдах гэж байгаа юм>> гэж Гончигийн шоолон инээхэд хамт инээж байж билээ гээд эмгэний хоолойноос хачин авай гарснаа зангираад тагжрав.Эмгэн тулганы захын үнсийг мойног болсон бор хуруугаараа оролдож газар ширтэн дорой дуугаар Намайг арваад айлынх хүүдээн гуйхад аав ээж өгөхгүй байлаа.Гэтэл хошуу ноёны хүүд гуйхад ухаан жолоогүй баярлан зөвшөөрөв",33,мөнгө
t0000000103,"Нүд улаан,мөнгө цагаан л гэдэг болж байна.Амиа алдах гэж байгаа юм>> гэж Гончигийн шоолон инээхэд хамт инээж байж билээ гээд эмгэний хоолойноос хачин авай гарснаа#0000000103 зангираад тагжрав.Эмгэн тулганы захын үнсийг мойног болсон бор хуруугаараа оролдож газар ширтэн дорой дуугаар Намайг арваад айлынх хүүдээн гуйхад аав ээж өгөхгүй байлаа.Гэтэл хошуу ноёны хүүд гуйхад ухаан жолоогүй баярлан зөвшөөрөв",16,гар
t0000000104,"Нүд улаан,мөнгө цагаан л гэдэг болж байна.Амиа алдах гэж байгаа юм>> гэж Гончигийн шоолон инээхэд хамт инээж байж билээ гээд эмгэний хоолойноос хачин авай гарснаа зангираад тагжрав.Эмгэн тулганы захын#0000000104 үнсийг мойног болсон бор хуруугаараа оролдож газар ширтэн дорой дуугаар Намайг арваад айлынх хүүдээн гуйхад аав ээж өгөхгүй байлаа.Гэтэл хошуу ноёны хүүд гуйхад ухаан жолоогүй баярлан зөвшөөрөв",26,зах
t0000000105,Гарлага сүйтгэлийн хөрөнгө эргээд ард түмнээс татвараар дамжин гардаг#0000000105 үргүй зардлаас хожиж чадаж байгаа нь улс төрийн луйварчид,16,гар
t0000000106,Гарлага сүйтгэлийн хөрөнгө эргээд ард түмнээс татвараар дамжин гардаг үргүй зардлаас хожиж чадаж байгаа нь улс төрийн#0000000106 луйварчид,47,төр
t0000000107,Хаа хамаагүй хүн шоуг нь зохион байгуулна гээд хэдэн тэрбумаар нь аваад#0000000107 хармайлчиж байгаа болохоор атаархахаас өөр яая гэхэв,1,ав
t0000000108,Энэ ч үнэндээ нэр төрийн#0000000108 хэрэг,47,төр
t0000000109,Хятадын уламжлалт төрийн#0000000109 хаан ширээнд очиж суусан монгол хүн,47,төр
t0000000110,"Юань династийг Хятадын түүхээс#0000000110 салгах, Монголын төр байсан мэтээр мэтгэх нь юунд ч хүргэхгүй",49,түүх
t0000000111,"Юань династийг Хятадын түүхээс салгах, Монголын төр#0000000111 байсан мэтээр мэтгэх нь юунд ч хүргэхгүй",47,төр
t0000000112,"Улаанбаатар, Москва, Лондонгийн нислэгийн тийз халааслаад би өглөөний зургаан цагт гэрээсээ гарлаа#0000000112",16,гар
t0000000113,Пагмадуламын тухай ХХ зууны#0000000113 мэдээ баримтыг аль болох бүрэн гүйцэд олж сурвалжлах нь Д.Нацагдоржийн намтар судлалыг баяжуулахын нэг түлхүүр асуудал мөн байх.,29,зуу
t0000000114,"Түүнчлэн ""Монголростцветмэт""тэй холбоотой асуудал шүүхээр орж шинээр томилогдсон О.Эрдэнээ хууль бусаар албан тушаалын суудал авсан#0000000114 нь тогтоогдож байна гэх яриа дуулдав",1,ав
t0000000115,/Энэ хэсэгт  оны  дүгээр сарын#0000000115 2-ны өдрийн хуулиар өөрчлөлт орсон/,43,сар
t0000000116,"Гэтэл бид сүрьеэтэй хүнээс ""сэжиглэх"" ёстой байтал ""Хөөрхий минь сүрьеэ тусаад бүүр нүднээс#0000000116 гартлаа турчихаж зайлуул"" гээд өрөвдөхийг нь яана",37,нүд
t0000000117,"..Хөдөлмөрийн чадваргүй эцэг, эх, эхнэр, нөхөр, төрүүлсэн#0000000117 болон үрчилж авсан хүүхдээ тэжээн тэтгэх талаар гарсан шүүхийн шийдвэр биелүүлэхээс ноцтой зайлсхийсэн бол хөдөлмөрийн хөлсний доод хэмжээг тавин нэгээс нэг зуун тавь дахин нэмэгдүүлсэнтэй тэнцэх хэмжээний төгрөгөөр торгох, эсхүл гурваас дээш зургаан сар хүртэл хугацаагаар баривчлах ял шийтгэнэ",48,төр
t0000000118,"..Хөдөлмөрийн чадваргүй эцэг, эх, эхнэр, нөхөр, төрүүлсэн болон үрчилж авсан#0000000118 хүүхдээ тэжээн тэтгэх талаар гарсан шүүхийн шийдвэр биелүүлэхээс ноцтой зайлсхийсэн бол хөдөлмөрийн хөлсний доод хэмжээг тавин нэгээс нэг зуун тавь дахин нэмэгдүүлсэнтэй тэнцэх хэмжээний төгрөгөөр торгох, эсхүл гурваас дээш зургаан сар хүртэл хугацаагаар баривчлах ял шийтгэнэ",1,ав
t0000000119,"..Хөдөлмөрийн чадваргүй эцэг, эх, эхнэр, нөхөр, төрүүлсэн болон үрчилж авсан хүүхдээ тэжээн тэтгэх талаар гарсан#0000000119 шүүхийн шийдвэр биелүүлэхээс ноцтой зайлсхийсэн бол хөдөлмөрийн хөлсний доод хэмжээг тавин нэгээс нэг зуун тавь дахин нэмэгдүүлсэнтэй тэнцэх хэмжээний төгрөгөөр торгох, эсхүл гурваас дээш зургаан сар хүртэл хугацаагаар баривчлах ял шийтгэнэ",16,гар
t0000000120,"..Хөдөлмөрийн чадваргүй эцэг, эх, эхнэр, нөхөр, төрүүлсэн болон үрчилж авсан хүүхдээ тэжээн тэтгэх талаар гарсан шүүхийн шийдвэр биелүүлэхээс ноцтой зайлсхийсэн бол хөдөлмөрийн хөлсний доод хэмжээг тавин нэгээс нэг зуун#0000000120 тавь дахин нэмэгдүүлсэнтэй тэнцэх хэмжээний төгрөгөөр торгох, эсхүл гурваас дээш зургаан сар хүртэл хугацаагаар баривчлах ял шийтгэнэ",29,зуу
t0000000121,"гарын#0000000121 үсэг зурсан баримт бичгүүд, дээд хэмжээний уулзалтын тухай хамтарсан албан мэдэгдэл зэрэг нь гүнзгий агуулгатай, нааштай энэ үйл явцын цар хүрээг улам өргөтгөж өглөө",17,гар
